Instrument,week,Volume,PnL,Spread PnL,LR PnL,trades,Open/Close PnL,LL PnL,Price Improvement PnL,PnL ($/M),Open/Close PnL ($/M),LR PnL ($/M),LL PnL ($/M),Price Improvement PnL ($/M),Spread PnL ($/M),realized_vol,weekly_return,abs_return,trend_eff,vol_change_pct,toxicity,expected_toxicity,excess_toxicity,excess_z,pct_market,pct_system,market_offset,flagged,severity,regime,bad_week,excess,system_hurt,system_helped,material_system_hurt,prev_bad,consecutive_bad,excess_severity,weekly_risk_score,execution_risk_8w,driver_label,pnl_pct_change,pnl_trend_4w,pnl_trend_8w,trend_penalty,band,prev_band,strong_recovery
AUDUSD,2025-06-15,37.152760905,20604.16933102142,5802.932792782506,1010.7299999998222,248,0.0,560.7796259995434,212.220000000076,554.5797628258772,0.0,27.2047076820016,15.09388837705663,5.712092313750915,156.19115918789095,0.005698637694833293,0.0042647694738797625,0.0042647694738797625,0.7483840353189051,-0.4944447044595417,-554.5797628258772,-140.74712443799933,-413.83263838787786,-1.6151940207528137,25.0,75.0,False,False,normal,Normal,False,-413.83263838787786,False,True,False,False,False,0.0,0.0,0.26553449297886617,,0.1431825619981224,0.35650686377679625,0.11323780383215581,0.0,Normal,Normal,True
AUDUSD,2025-06-22,46.210179755000006,4186.399228520004,7327.097116319535,1638.1300000000458,304,0.0,433.60924299934686,295.909999999765,90.59474017880291,0.0,35.44954831782055,9.383413899237857,6.4035673864208915,158.56023835368728,0.008905682284429733,-0.001726264696536087,0.001726264696536087,0.1938385674901299,0.5627739051570393,-90.59474017880291,-145.9541581491769,55.35941797037398,0.3021892035454488,73.0,27.0,False,False,normal,Normal,False,55.35941797037398,True,False,False,False,False,0.3021892035454488,0.39233214490974533,0.3035737885581299,,-0.8366425422428421,-0.10265377178391424,-0.11634251394819944,0.24123754313702095,Normal,Normal,True
AUDUSD,2025-06-29,51.14861890000001,22385.60013453287,7529.071792396264,1967.0699999999247,373,0.0,176.3621944996872,352.8000000001333,437.6579586302938,0.0,38.457929897300204,3.448034341738349,6.897546944324889,147.19990401141138,0.010471728615089012,0.015331159336372562,0.015331159336372562,1.4640523928667764,0.17584799015312713,-437.6579586302938,-143.7349354843333,-293.92302314596054,-1.1251757402187512,33.0,67.0,False,False,normal,Normal,False,-293.92302314596054,False,True,False,False,False,0.0,0.0,0.2125016519906909,,1.0,0.32663500493882003,0.13365748605180056,0.0,Normal,Normal,True
AUDUSD,2025-07-06,27.144546355000003,691.2646228915573,3748.6740801173873,550.0099999998632,172,0.0,23.772297999951082,182.96000000015712,25.466059143192386,0.0,20.26226531129896,0.8757670026624793,6.740212107705975,138.10045049534912,0.007720981278769724,0.0067249480024254085,0.0067249480024254085,0.87099654300638,-0.26268321472308376,-25.466059143192386,-142.59368370228248,117.1276245590901,0.5546089142017687,55.0,45.0,False,False,normal,Normal,False,117.1276245590901,True,False,False,False,False,0.5546089142017687,0.5188556769745143,0.3044078594858379,,-0.9418128731786538,-0.1588182133558434,-0.004431866453153202,0.24155121987362999,Normal,Normal,True
AUDUSD,2025-07-13,43.38040833500001,13687.340707491612,6918.702856817985,1697.859999999982,306,0.0,340.29833500011273,62.489999999988726,315.51894582901946,0.0,39.138866257054595,7.844516639221087,1.440512028319724,159.48911322800674,0.01379058258247026,0.006421610298146425,0.006421610298146425,0.4656518504380795,0.7861178630739638,-315.51894582901946,-150.53966034066863,-164.97928548835083,-0.5982389429890878,48.0,52.0,False,False,normal,Normal,False,-164.97928548835083,False,True,False,False,False,0.0,0.0,0.2130855016400865,,1.0,0.055386146144626,0.20594650496071115,0.0,Normal,Normal,True
AUDUSD,2025-07-20,49.80720920500001,-10188.88607140104,7108.270863841555,1707.060000000111,310,0.0,318.652974999721,180.19000000006412,-204.5664921611028,0.0,34.273351734566646,6.397727961191054,3.6177493755658037,142.71570275268456,0.0052641928663541135,-0.012219488198798383,0.012219488198798383,2.321246297205175,-0.6182762522994764,204.5664921611028,-135.2857821209805,339.8522742820833,1.4647873821221646,28.0,72.0,True,False,normal,Normal,True,339.8522742820833,True,False,True,False,False,1.4647873821221646,3.265433812340549,1.1287899948502251,System Underperformed,-1.0,0.01454678170533652,-0.04405349503928885,0.033040121279466636,Monitor,Normal,False
AUDUSD,2025-07-27,62.80855288500001,7190.205508814454,8910.30171703448,1357.7500000001469,305,0.0,552.2312499997911,144.67999999980384,114.4781272381715,0.0,21.617278820069835,8.792293798121806,2.3035079356900203,141.86446443606002,0.006948115381768379,0.012977785722006686,0.012977785722006686,1.867813789629913,0.3198823747847448,-114.4781272381715,-138.48022663146344,24.002099393291942,0.17404552382218078,85.0,15.0,False,False,normal,Normal,False,24.002099393291942,True,False,False,True,False,0.17404552382218078,0.5965795919195316,0.969126873971017,,-1.0,-0.4854532182946635,-0.0794091066779217,0.5095568300084412,Normal,Monitor,True
AUDUSD,2025-08-03,72.38972743500001,32592.1388576337,11595.320018400556,1705.8800000000922,276,0.0,342.15381200018106,438.539999999952,450.2315454481956,0.0,23.565222034187535,4.726552013991307,6.0580418733269115,160.17908105555716,0.007970682633706252,-0.02213436066850691,0.02213436066850691,2.7769717708876773,0.14717188701573014,-450.2315454481956,-136.76665849869445,-313.4648869495012,-1.2050348114043483,30.0,70.0,False,False,normal,Normal,False,-313.4648869495012,False,True,False,False,False,0.0,0.059556830008441274,0.6962558607822442,,1.0,0.0,-0.0794091066779217,0.059556830008441274,Normal,Normal,True
AUDUSD,2025-08-10,34.23992606,-3099.822227350202,3983.6102879354976,1020.2799999997891,244,0.0,-0.0028479998178765342,222.36000000005373,-90.53238672064474,0.0,29.79796154383953,-8.317774439366106e-05,6.494172902429852,116.34400964987064,0.005892136760694006,0.008712963247374092,0.008712963247374092,1.4787442317187212,-0.2607738845632287,90.53238672064474,-138.61305605829958,229.1454427789443,1.0123768635236654,38.0,62.0,True,False,normal,Normal,False,229.1454427789443,True,False,True,False,False,1.0123768635236654,2.622918626957598,1.2742546906348504,System Underperformed,-1.0,-0.5,-0.222306926927687,0.6167301951957652,Monitor,Normal,False
AUDUSD,2025-08-17,39.49954427,11346.55379455466,6068.432566928513,1299.5299999998394,235,0.0,209.6828240002022,26.480000000036696,287.25784067266807,0.0,32.89987325212852,5.308487170558492,0.670387481410724,153.63297676164586,0.010233890483945742,-0.0031041519694889183,0.0031041519694889183,0.3033208118025602,0.7368725302194685,-287.25784067266807,-147.07191101906844,-140.18592965359963,-0.49691931511518467,51.0,49.0,False,False,normal,Normal,False,-140.18592965359963,False,True,False,False,False,0.0,0.6320449568604988,1.0815917705025448,,-1.0,-0.5,-0.24272660914733174,0.6320449568604988,Normal,Monitor,True
AUDUSD,2025-08-24,56.361252969999995,8370.989668803144,7677.895004685466,1147.759999999919,358,0.0,248.6164269997742,108.23999999986634,148.52383912151242,0.0,20.36434499798735,4.4111231368846235,1.9204683057255736,136.22647830012335,0.006900900028802399,-0.013520280394802962,0.013520280394802962,1.9592053700782721,-0.3256816613752044,-148.52383912151242,-138.22915621917258,-10.294682902339844,0.033889538378891616,93.0,7.0,False,False,normal,Normal,False,-10.294682902339844,False,True,False,False,False,0.033889538378891616,0.6919447691894457,0.9646976701086151,,-0.4829598427192935,-0.3707399606798234,-0.42809658948724344,0.6749999999999999,Normal,Normal,True
AUDUSD,2025-08-31,51.14118359500001,9627.552265128641,7449.462758907126,1039.5399999998024,270,0.0,-54.08959999986209,142.44000000009152,188.2543888966604,0.0,20.326866273416414,-1.0576524866575505,2.7852308059217004,145.6646529321908,0.008048893561139499,0.007298125660422456,0.007298125660422456,0.9067240863586777,0.1663541751866715,-188.2543888966604,-142.7870551468325,-45.4673337498279,-0.10984573969150316,76.0,24.0,False,False,normal,Normal,False,-45.4673337498279,False,True,False,False,False,0.0,0.6576990933721816,0.872598097087685,,0.2675028467493563,-0.5538642489924843,-0.27693212449624216,0.6576990933721816,Normal,Normal,True
AUDUSD,2025-09-07,71.811546405,13814.120000000785,11214.30745082254,2006.4199999996295,368,0.0,126.64902400026556,84.41000000011822,192.3662794015386,0.0,27.940075105525494,1.763630367824072,1.1754377147661734,156.16301294469443,0.009279853158725756,-0.003306232718755449,0.003306232718755449,0.35628071502905523,0.1529352560368542,-192.3662794015386,-145.91674828495238,-46.44953111658623,-0.11385955179350173,76.0,24.0,False,False,normal,Normal,False,-46.44953111658623,False,True,False,False,False,0.0,0.6726055475092281,0.8126003322141478,,0.02184220261199532,-0.29840369833948543,-0.3992018491697427,0.6726055475092281,Normal,Normal,True
AUDUSD,2025-09-14,43.93217053,14995.276608122818,6467.337095039067,1681.5499999999279,343,-28.000000000005798,-435.8874389995769,340.629999999773,341.32792500846233,-0.6373461557262556,38.27605100575776,-9.921827984845912,7.7535436080301725,147.2118726895752,0.008361711989720147,0.0171679092640186,0.0171679092640186,2.0531572105239637,-0.0989391915261385,-341.32792500846233,-139.53745536698145,-201.79046964148088,-0.748670191782169,41.0,59.0,False,False,normal,Normal,False,-201.79046964148088,False,True,False,False,False,0.0,0.13305470143381137,0.6087366429800468,,0.7743646447306205,0.14518746284316966,-0.17740626857841518,0.13305470143381137,Normal,Normal,True
AUDUSD,2025-09-21,46.25433942000001,8320.580677429296,6942.974815237658,1358.9700000004161,255,2.0000000000019966,56.85734499962152,316.04999999987314,179.88756907490378,0.04323918631377562,29.380378512395495,1.2292326668713995,6.832872417224829,150.10429080380663,0.009527238841713805,-0.004687816407221032,0.004687816407221032,0.4920435485143947,0.13938854309100246,-179.88756907490378,-145.76534235132928,-34.1222267235745,-0.06348323718272844,81.0,19.0,False,False,normal,Normal,False,-34.1222267235745,False,True,False,False,False,0.0,0.08364632208613826,0.45120954671187424,,-0.47297728695815344,0.14768310178345467,-0.11152842944818435,0.08364632208613826,Normal,Normal,True
AUDUSD,2025-09-28,61.50532923000001,19183.35887174725,8908.95528603746,1873.3700000000667,443,827.1900000000011,132.92934799994697,288.6599999999735,311.89750728771514,13.449078484023929,30.458661443703104,2.1612655303877144,4.693251846852579,144.8485098376159,0.00811656063299406,-0.007921915554407402,0.007921915554407402,0.9760187735436338,-0.14806789586750668,-311.89750728771514,-142.68782923347447,-169.20967805424067,-0.6155267116716843,46.0,54.0,False,False,normal,Normal,False,-169.20967805424067,False,True,False,False,False,0.0,0.10859817349201378,0.3484261347459161,,0.733846918337328,0.2642691196804476,-0.14479756465601837,0.10859817349201378,Normal,Normal,True
AUDUSD,2025-10-05,72.54828458000001,22356.415681965384,10723.09984393905,2222.2499999997217,695,6326.58000000021,-51.80145400039827,312.2999999997627,308.1591220439216,87.2050943261629,30.631323853691057,-0.7140272757693682,4.304719288784631,147.80638723600055,0.006514013318866284,0.006704958385248356,0.006704958385248356,1.0293129683706734,-0.19744167346121633,-308.1591220439216,-140.72797285124275,-167.43114919267887,-0.6082586401924752,46.0,54.0,False,False,normal,Normal,False,-167.43114919267887,False,True,False,False,False,0.0,0.01597185549785405,0.24868985097149748,,-0.011985941395629585,0.25581208367854136,-0.021295807330472066,0.01597185549785405,Normal,Normal,True
AUDUSD,2025-10-12,103.62377067500003,37123.87325000533,17092.22264173185,1686.74000000035,579,8978.779999999908,79.41483799988879,120.25999999990101,358.25634415908905,86.64787955034436,16.277539304090272,0.7663766477767073,1.1605445277327144,164.94499795166658,0.007862845181335452,-0.004836296614929008,0.004836296614929008,0.6150822639124627,0.2070661812377017,-358.25634415908905,-143.49809653983382,-214.75824761925523,-0.8016638424931348,40.0,60.0,False,False,normal,Normal,False,-214.75824761925523,False,True,False,False,False,0.0,0.0,0.17408289568004823,,0.16256933036052423,0.10286325508601729,0.12402535896459346,0.0,Normal,Normal,True
AUDUSD,2025-10-19,116.96378678000004,8152.74362070352,17549.027904057366,1308.5799999996084,1667,858.510000000362,322.6683920003782,386.13000000006883,69.70314355534853,7.339964134498773,11.187907266211786,2.758703363523044,3.3012782043928683,150.03813049474664,0.011152325333811443,-0.0024656816712413116,0.0024656816712413116,0.22109126100956694,0.41835748722160315,-69.70314355534853,-148.40854313090037,78.70539957555184,0.397594044437224,65.0,35.0,False,False,normal,Normal,False,78.70539957555184,True,False,False,False,False,0.397594044437224,0.198797022218612,0.18149713364161735,,-0.8054377970082902,0.0197481275734831,0.08371561467846886,0.0,Normal,Normal,True
AUDUSD,2025-10-26,76.628578195,6259.853349253007,12538.791900286653,2028.7599999999472,410,927.0199999994848,578.8955700001069,34.7900000000273,81.69084559187947,12.097575367253423,26.47524001864259,7.554564936947762,0.4540081627443968,163.6307523334004,0.006857812592523199,0.0020123586432671445,0.0020123586432671445,0.2934403085702778,-0.3850777853716487,-81.69084559187947,-143.47572647294132,61.78488088106185,0.32844726701082133,70.0,30.0,False,False,normal,Normal,False,61.78488088106185,True,False,False,False,False,0.32844726701082133,0.3453007004337716,0.2306382036792636,,0.17198222956776643,-0.12071804461890728,0.07177553753077014,0.18107706692836092,Normal,Normal,True
AUDUSD,2025-11-02,145.391857665,-19695.29161491612,22332.785547565163,2380.29000000061,957,-7117.389999999863,176.57291200094338,401.8699999997266,-135.463511720831,-48.95315400948497,16.371549536735948,1.2144621771584225,2.764047495188365,153.60410071258968,0.006934364761569894,0.0038670985772281297,0.0038670985772281297,0.5576716411948085,0.011162767721322187,135.463511720831,-142.66661390719082,278.1301256280218,1.21255589014955,34.0,66.0,True,False,normal,Normal,True,278.1301256280218,True,False,True,False,False,1.21255589014955,3.5982439984215717,1.2409199421019559,System Underperformed,-1.0,-0.3677215592699999,-0.05595473779572928,0.4919660533467969,Monitor,Normal,False
AUDUSD,2025-11-09,216.7673303,35387.407165670615,38578.18487711931,3974.659999999266,1183,19384.55000000081,548.003416498405,555.7199999999805,163.25064813362522,89.42560658551788,18.33606565389003,2.528071991937085,2.5636704536189994,177.970475641916,0.010039670745370249,-0.009486694755693924,0.009486694755693924,0.9449209039119807,0.4478140522704972,-163.25064813362522,-144.85902571109077,-18.391622422534454,0.0008008792812092507,89.0,11.0,False,False,normal,Normal,False,-18.391622422534454,False,True,False,True,False,0.0008008792812092507,0.6587131784308972,1.0662579130006382,,-1.0,-0.6583638918601309,-0.2777503183870568,0.6583127387902925,Normal,Monitor,True
AUDUSD,2025-11-16,144.200334585,46426.208367700994,25404.489203263878,3358.5400000000227,581,10511.300000000425,290.6662434991681,90.54999999994051,321.9563151591351,72.89372823059892,23.29079200589722,2.015711297312092,0.6279458384097237,176.1749671134709,0.005746124690699126,0.00408269126027384,0.00408269126027384,0.7105121242638928,-0.42765805409017743,-321.9563151591351,-140.91107444484436,-181.04524071429074,-0.6638934923683792,44.0,56.0,False,False,normal,Normal,False,-181.04524071429074,False,True,False,False,False,0.0,0.3937780205562136,0.8645139452673107,,0.9721594911868581,-0.21396456981134387,-0.09710822111893039,0.3937780205562136,Normal,Normal,True
AUDUSD,2025-11-23,137.76423019000003,14385.155735692186,23267.1747420522,3309.370000000352,631,-668.8100000001364,98.87176299940036,475.11999999999625,104.41865581401382,-4.854743492398099,24.021983031706956,0.7176882044275178,3.4487907299647076,168.89126233974417,0.008853370269584342,-0.012864036584790165,0.012864036584790165,1.4530101185290334,0.5407549863849472,-104.41865581401382,-141.90252137825786,37.48386556424404,0.22913962002392424,79.0,21.0,False,False,normal,Normal,False,37.48386556424404,True,False,False,False,False,0.22913962002392424,0.7695436050575835,0.8360228432043925,,-0.6756744598645247,-0.4258787421694167,-0.27329839339416195,0.6549737950456214,Normal,Normal,True
AUDUSD,2025-11-30,120.81097261500001,12285.987765371694,19353.418969769988,2566.5999999998635,701,-7477.76999999995,357.5482725001214,494.86000000008727,101.69595939372691,-61.896447302266836,21.244759018529678,2.9595678667330576,4.096151113501134,160.1958708787603,0.007308377484120862,0.0112939238432377,0.0112939238432377,1.5453394228440385,-0.1745089992193466,-101.69595939372691,-139.97817890678422,38.28221951305731,0.2324021442882695,79.0,21.0,False,False,normal,Normal,False,38.28221951305731,True,False,False,False,False,0.2324021442882695,0.5960918647702749,0.7640435496741571,,-0.026074808175432396,-0.18239744421327475,-0.2750595017416373,0.4798907926261401,Normal,Normal,True
AUDUSD,2025-12-07,152.93650287000003,46805.80498820877,30724.75876064685,3571.139999999384,655,30712.46999999952,484.57245800058894,437.5099999996137,306.0473079340314,200.81844048772263,23.350475085957374,3.1684552013883045,2.860729726319873,200.898792531981,0.005797956958722974,0.008378039981684434,0.008378039981684434,1.4449986506160153,-0.20666974696909468,-306.0473079340314,-138.6067936594873,-167.44051427454409,-0.6082969111960422,45.0,55.0,False,False,normal,Normal,False,-167.44051427454409,False,True,False,False,False,0.0,0.12778550102752714,0.5731661350801681,,1.0,0.31760255578672525,-0.17038066803670285,0.12778550102752714,Normal,Normal,True
AUDUSD,2025-12-14,106.41611810000002,13353.967875024386,18504.136861761624,2464.0500000002526,588,288.9800000002179,652.231428000112,292.9500000001897,125.48820717624338,2.7155660736342706,23.15485702724813,6.129066156944433,2.7528724523187584,173.88471964719807,0.00677179177202439,0.004450950843276707,0.004450950843276707,0.6572781611012413,0.16796171828014184,-125.48820717624338,-142.14579821594225,16.657591039698872,0.14403172261420527,90.0,10.0,False,False,normal,Normal,False,16.657591039698872,True,False,False,False,False,0.14403172261420527,0.2889965493412956,0.4879152593585063,,-0.5899712105839128,-0.07293011965596746,-0.14344734473365567,0.21698068803419296,Normal,Normal,True
AUDUSD,2025-12-21,91.850215805,43339.58557077394,16232.767706402312,3273.8200000001552,559,3012.9100000000635,260.0840645000175,332.95000000005695,471.8506667723549,32.80242701221886,35.64303002782863,2.831610815723957,3.6249234373811055,176.73086082742395,0.005570715236543958,-0.005052410835461001,0.005052410835461001,0.9069590924908755,-0.17736465855939576,-471.8506667723549,-140.05521264029667,-331.79545413205824,-1.2799438417926863,30.0,70.0,False,False,normal,Normal,False,-331.79545413205824,False,True,False,False,False,0.0,0.029958842572219865,0.35052833432262037,,1.0,0.34598849531016374,-0.039945123429626486,0.029958842572219865,Normal,Normal,True
AUDUSD,2025-12-28,79.88159941500001,20048.010328478507,13892.166691065466,3380.3499999999667,400,11069.449999999979,712.775819999887,168.94000000012943,250.97156886312834,138.57321437058482,42.317004476067254,8.922903712742178,2.1148800379228034,173.90947092700327,0.008971212300047323,0.014330012677420538,0.014330012677420538,1.5973329131164298,0.610423782065912,-250.97156886312834,-141.56677549587573,-109.40479336725261,-0.37113024102392145,56.0,44.0,False,False,normal,Normal,False,-109.40479336725261,False,True,False,False,False,0.0,0.0,0.24536983402583423,,-0.46811229370539387,0.23547912392767334,0.02654083985719928,0.0,Normal,Normal,True
AUDUSD,2026-01-04,64.00707519500001,1404.6854144313681,10738.713367939528,1589.349999999454,254,-2861.90000000059,842.2402574993355,35.66999999993392,21.945783495839173,-44.712244564865706,24.83084870160741,13.158549346824834,0.5572821425016515,167.7738489881568,0.004821866823454951,-0.005346290167663497,0.005346290167663497,1.108759400333829,-0.46251781117368984,-21.945783495839173,-138.615325156662,116.66954166082283,0.552736929259626,54.0,46.0,False,False,normal,Normal,False,116.66954166082283,True,False,False,False,False,0.552736929259626,0.640358539283495,0.3638664456031324,,-0.9125566947871785,-0.24266004976912126,0.03747125300880198,0.3639900746536819,Normal,Normal,True
AUDUSD,2026-01-11,206.27026201,58249.683729648925,38582.09856783815,6147.839999998287,668,34329.92999999935,176.38703050043551,1588.3500000001245,282.39496649703665,166.43179518691372,29.804781067763606,0.8551258372468846,7.70033442786397,187.04634488692162,0.007484974215228424,0.0025645436850811197,0.0025645436850811197,0.3426255871213921,0.5522979977006728,-282.39496649703665,-143.88969680260084,-138.5052696944358,-0.49005119113955203,51.0,49.0,False,False,normal,Normal,False,-138.5052696944358,False,True,False,False,False,0.0,0.0,0.2547065119221927,,1.0,0.15483275287685694,0.040951316610444724,0.0,Normal,Normal,True
AUDUSD,2026-01-18,231.201408855,10713.88510409927,44722.286445673446,7243.099999999773,908,19169.960000000305,1252.8591499992383,634.8599999999017,46.340051114561234,82.91454664976939,31.3280962943541,5.4189079392028265,2.745917523357566,193.4343162836063,0.007006651564314575,0.0027496476103338057,0.0027496476103338057,0.39243390157118363,-0.0639043819203392,-46.340051114561234,-143.28279241646402,96.94274130190279,0.47212210306062113,60.0,40.0,False,False,normal,Normal,False,96.94274130190279,True,False,False,False,False,0.47212210306062113,0.6860610515303105,0.384112873804628,,-0.8359034097194239,-0.304143099552999,0.020922697878582322,0.44999999999999996,Normal,Normal,True
AUDUSD,2026-01-25,194.90601475500003,47861.57884512954,35921.638672814595,5173.050000000346,713,46591.93999999996,1378.002810000107,685.579999999634,245.5623491419303,239.04824106411888,26.541253775584874,7.070088687269496,3.517490216304607,184.3023608992707,0.012117685589729138,0.022606931689003844,0.022606931689003844,1.8656146441169685,0.7294545730581865,-245.5623491419303,-144.22815537938394,-101.33419376254636,-0.33814922166864825,59.0,41.0,False,False,normal,Normal,False,-101.33419376254636,False,True,False,False,False,0.0,0.0,0.2688790116632396,,1.0,0.06288497387334943,0.14918204890051137,0.0,Normal,Normal,True
